165.000,97.000,0.000
166.131,96.448,0.000
167.304,95.942,0.000
168.518,95.481,0.000
169.771,95.066,0.000
171.064,94.694,0.000
172.395,94.367,0.000
173.763,94.082,0.000
175.168,93.840,0.000
176.608,93.641,0.000
178.083,93.483,0.000
179.592,93.367,0.000
181.133,93.291,0.000
182.707,93.256,0.000
184.311,93.260,0.000
185.946,93.303,0.000
187.611,93.385,0.000
189.303,93.505,0.000
191.024,93.662,0.000
192.771,93.857,0.000
194.544,94.088,0.000
196.342,94.355,0.000
198.164,94.658,0.000
200.009,94.995,0.000
201.877,95.367,0.000
203.766,95.773,0.000
205.675,96.213,0.000
207.604,96.685,0.000
209.552,97.190,0.000
211.518,97.727,0.000
213.501,98.294,0.000
215.500,98.893,0.000
217.514,99.522,0.000
219.543,100.181,0.000
221.585,100.869,0.000
223.640,101.586,0.000
225.706,102.331,0.000
227.784,103.104,0.000
229.871,103.904,0.000
231.967,104.731,0.000
234.072,105.584,0.000
236.184,106.463,0.000
238.302,107.366,0.000
240.426,108.294,0.000
242.555,109.247,0.000
244.687,110.223,0.000
246.822,111.222,0.000
248.960,112.243,0.000
251.098,113.287,0.000
253.237,114.352,0.000
255.375,115.438,0.000
257.512,116.544,0.000
259.646,117.670,0.000
261.777,118.816,0.000
263.904,119.981,0.000
266.025,121.164,0.000
268.141,122.364,0.000
270.250,123.583,0.000
272.352,124.818,0.000
274.445,126.069,0.000
276.528,127.336,0.000
278.601,128.618,0.000
280.663,129.915,0.000
282.713,131.227,0.000
284.750,132.552,0.000
286.773,133.890,0.000
288.781,135.241,0.000
290.774,136.604,0.000
292.750,137.978,0.000
294.708,139.364,0.000
296.649,140.760,0.000
298.570,142.167,0.000
300.472,143.583,0.000
302.352,145.008,0.000
304.211,146.441,0.000
306.047,147.883,0.000
307.859,149.332,0.000
309.647,150.788,0.000
311.410,152.250,0.000
313.147,153.718,0.000
314.856,155.192,0.000
316.537,156.671,0.000
318.190,158.153,0.000
319.813,159.640,0.000
321.405,161.130,0.000
322.966,162.623,0.000
324.495,164.118,0.000
325.990,165.615,0.000
327.451,167.113,0.000
328.877,168.612,0.000
330.267,170.111,0.000
331.620,171.610,0.000
332.936,173.108,0.000
334.213,174.605,0.000
335.451,176.100,0.000
336.648,177.592,0.000
337.805,179.082,0.000
338.919,180.568,0.000
339.990,182.050,0.000
341.017,183.527,0.000
342.000,185.000,0.000
342.000,185.000,0.000
342.956,186.496,0.000
343.905,188.045,0.000
344.846,189.644,0.000
345.780,191.293,0.000
346.704,192.990,0.000
347.621,194.735,0.000
348.528,196.525,0.000
349.427,198.359,0.000
350.316,200.237,0.000
351.195,202.158,0.000
352.065,204.118,0.000
352.924,206.119,0.000
353.773,208.158,0.000
354.611,210.234,0.000
355.438,212.346,0.000
356.254,214.492,0.000
357.059,216.672,0.000
357.851,218.884,0.000
358.632,221.127,0.000
359.400,223.400,0.000
360.156,225.701,0.000
360.898,228.029,0.000
361.628,230.383,0.000
362.344,232.762,0.000
363.047,235.164,0.000
363.735,237.588,0.000
364.410,240.034,0.000
365.070,242.499,0.000
365.715,244.982,0.000
366.345,247.482,0.000
366.960,249.999,0.000
367.559,252.530,0.000
368.142,255.075,0.000
368.710,257.632,0.000
369.261,260.200,0.000
369.795,262.777,0.000
370.312,265.363,0.000
370.812,267.957,0.000
371.295,270.556,0.000
371.760,273.160,0.000
372.207,275.768,0.000
372.636,278.377,0.000
373.046,280.988,0.000
373.437,283.599,0.000
373.809,286.208,0.000
374.162,288.814,0.000
374.496,291.417,0.000
374.809,294.014,0.000
375.102,296.604,0.000
375.375,299.188,0.000
375.627,301.762,0.000
375.858,304.325,0.000
376.068,306.878,0.000
376.257,309.418,0.000
376.423,311.943,0.000
376.568,314.454,0.000
376.690,316.948,0.000
376.790,319.425,0.000
376.866,321.883,0.000
376.920,324.320,0.000
376.950,326.736,0.000
376.957,329.130,0.000
376.939,331.499,0.000
376.898,333.844,0.000
376.832,336.162,0.000
376.741,338.452,0.000
376.625,340.714,0.000
376.484,342.945,0.000
376.317,345.145,0.000
376.125,347.312,0.000
375.906,349.446,0.000
375.661,351.545,0.000
375.390,353.607,0.000
375.091,355.631,0.000
374.766,357.617,0.000
374.412,359.563,0.000
374.032,361.467,0.000
373.623,363.329,0.000
373.186,365.147,0.000
372.720,366.920,0.000
372.226,368.647,0.000
371.702,370.326,0.000
371.149,371.956,0.000
370.567,373.536,0.000
369.954,375.065,0.000
369.312,376.542,0.000
368.639,377.965,0.000
367.935,379.332,0.000
367.201,380.644,0.000
366.435,381.897,0.000
365.638,383.093,0.000
364.809,384.228,0.000
363.948,385.302,0.000
363.054,386.313,0.000
362.128,387.261,0.000
361.169,388.144,0.000
360.177,388.960,0.000
359.152,389.709,0.000
358.093,390.390,0.000
357.000,391.000,0.000
357.000,391.000,0.000
355.851,391.551,0.000
354.625,392.054,0.000
353.324,392.511,0.000
351.948,392.920,0.000
350.501,393.284,0.000
348.983,393.602,0.000
347.396,393.876,0.000
345.741,394.105,0.000
344.021,394.290,0.000
342.237,394.432,0.000
340.390,394.532,0.000
338.482,394.589,0.000
336.515,394.605,0.000
334.490,394.580,0.000
332.409,394.515,0.000
330.273,394.409,0.000
328.084,394.265,0.000
325.844,394.081,0.000
323.554,393.859,0.000
321.216,393.600,0.000
318.831,393.304,0.000
316.402,392.971,0.000
313.929,392.602,0.000
311.414,392.197,0.000
308.859,391.758,0.000
306.266,391.284,0.000
303.636,390.777,0.000
300.970,390.236,0.000
298.271,389.663,0.000
295.539,389.057,0.000
292.777,388.421,0.000
289.986,387.753,0.000
287.167,387.054,0.000
284.323,386.326,0.000
281.455,385.568,0.000
278.564,384.782,0.000
275.653,383.967,0.000
272.722,383.125,0.000
269.773,382.256,0.000
266.808,381.360,0.000
263.829,380.438,0.000
260.836,379.491,0.000
257.833,378.518,0.000
254.819,377.522,0.000
251.798,376.502,0.000
248.770,375.458,0.000
245.737,374.392,0.000
242.701,373.303,0.000
239.663,372.193,0.000
236.625,371.062,0.000
233.589,369.911,0.000
230.555,368.740,0.000
227.526,367.549,0.000
224.504,366.340,0.000
221.490,365.112,0.000
218.485,363.867,0.000
215.491,362.604,0.000
212.510,361.325,0.000
209.543,360.030,0.000
206.592,358.720,0.000
203.659,357.395,0.000
200.744,356.055,0.000
197.851,354.701,0.000
194.980,353.335,0.000
192.132,351.955,0.000
189.311,350.564,0.000
186.516,349.161,0.000
183.750,347.747,0.000
181.015,346.322,0.000
178.311,344.888,0.000
175.641,343.444,0.000
173.006,341.991,0.000
170.408,340.530,0.000
167.848,339.062,0.000
165.328,337.586,0.000
162.850,336.104,0.000
160.415,334.615,0.000
158.024,333.122,0.000
155.680,331.623,0.000
153.384,330.120,0.000
151.137,328.613,0.000
148.942,327.103,0.000
146.799,325.590,0.000
144.711,324.076,0.000
142.679,322.559,0.000
140.704,321.042,0.000
138.789,319.524,0.000
136.934,318.006,0.000
135.141,316.489,0.000
133.413,314.973,0.000
131.750,313.458,0.000
130.154,311.946,0.000
128.628,310.437,0.000
127.171,308.931,0.000
125.787,307.430,0.000
124.476,305.932,0.000
123.240,304.440,0.000
122.081,302.954,0.000
121.001,301.474,0.000
120.000,300.000,0.000
120.000,300.000,0.000
119.062,298.504,0.000
118.166,296.959,0.000
117.312,295.364,0.000
116.501,293.721,0.000
115.731,292.031,0.000
115.001,290.297,0.000
114.313,288.517,0.000
113.664,286.695,0.000
113.055,284.831,0.000
112.485,282.926,0.000
111.954,280.982,0.000
111.461,279.000,0.000
111.006,276.981,0.000
110.588,274.926,0.000
110.207,272.836,0.000
