295.000,176.000,0.000
295.890,176.421,0.000
296.731,176.932,0.000
297.523,177.531,0.000
298.268,178.217,0.000
298.967,178.988,0.000
299.621,179.842,0.000
300.230,180.777,0.000
300.796,181.791,0.000
301.320,182.883,0.000
301.803,184.051,0.000
302.245,185.294,0.000
302.649,186.608,0.000
303.014,187.993,0.000
303.342,189.447,0.000
303.633,190.968,0.000
303.890,192.553,0.000
304.112,194.202,0.000
304.301,195.913,0.000
304.458,197.684,0.000
304.584,199.512,0.000
304.680,201.397,0.000
304.746,203.336,0.000
304.785,205.327,0.000
304.796,207.370,0.000
304.781,209.461,0.000
304.741,211.600,0.000
304.677,213.784,0.000
304.590,216.011,0.000
304.481,218.281,0.000
304.351,220.590,0.000
304.201,222.938,0.000
304.031,225.323,0.000
303.844,227.742,0.000
303.640,230.194,0.000
303.419,232.677,0.000
303.184,235.189,0.000
302.934,237.729,0.000
302.672,240.295,0.000
302.397,242.884,0.000
302.112,245.496,0.000
301.817,248.128,0.000
301.512,250.779,0.000
301.200,253.446,0.000
300.881,256.129,0.000
300.555,258.824,0.000
300.225,261.531,0.000
299.891,264.248,0.000
299.554,266.972,0.000
299.215,269.703,0.000
298.875,272.438,0.000
298.535,275.175,0.000
298.197,277.912,0.000
297.860,280.649,0.000
297.527,283.383,0.000
297.197,286.112,0.000
296.873,288.835,0.000
296.555,291.549,0.000
296.244,294.253,0.000
295.941,296.945,0.000
295.648,299.624,0.000
295.365,302.287,0.000
295.092,304.933,0.000
294.833,307.560,0.000
294.586,310.166,0.000
294.353,312.749,0.000
294.136,315.308,0.000
293.935,317.841,0.000
293.751,320.346,0.000
293.585,322.821,0.000
293.439,325.264,0.000
293.313,327.675,0.000
293.208,330.049,0.000
293.125,332.387,0.000
293.066,334.687,0.000
293.031,336.945,0.000
293.022,339.162,0.000
293.038,341.334,0.000
293.082,343.460,0.000
293.154,345.539,0.000
293.256,347.568,0.000
293.388,349.546,0.000
293.551,351.471,0.000
293.747,353.341,0.000
293.976,355.154,0.000
294.239,356.909,0.000
294.538,358.603,0.000
294.873,360.236,0.000
295.246,361.805,0.000
295.657,363.308,0.000
296.107,364.743,0.000
